proposito,pais_publicacion,pais_origen,tipo_obra,postuma,persona_juridica,anio_muerte,anio_publicacion,resultado_calculadora,plazo_deducido
autores fallecidos en 1936 (España),Costa Rica,España,Literaria y/o artística,no,no,1936,,,
autores fallecidos en 1936 (España),Paraguay,España,Literaria y/o artística,no,no,1936,,,
autores fallecidos en 1936 (España),Estados Unidos,España,Literaria y/o artística,no,no,1936,,,
autores fallecidos en 1882 (Reino Unido),España,Reino Unido,Literaria y/o artística,no,no,1882,,,
autores fallecidos en 1882 (Reino Unido),México,Reino Unido,Literaria y/o artística,no,no,1882,,,
autores fallecidos en 1882 (Reino Unido),Argentina,Reino Unido,Literaria y/o artística,no,no,1882,,,
autores fallecidos en 1882 (Reino Unido),Chile,Reino Unido,Literaria y/o artística,no,no,1882,,,
autores fallecidos en 1882 (Reino Unido),Colombia,Reino Unido,Literaria y/o artística,no,no,1882,,,
autores fallecidos en 1882 (Reino Unido),Perú,Reino Unido,Literaria y/o artística,no,no,1882,,,
autores fallecidos en 1882 (Reino Unido),Uruguay,Reino Unido,Literaria y/o artística,no,no,1882,,,
autores fallecidos en 1882 (Reino Unido),Ecuador,Reino Unido,Literaria y/o artística,no,no,1882,,,
autores fallecidos en 1882 (Reino Unido),Cuba,Reino Unido,Literaria y/o artística,no,no,1882,,,
autores fallecidos en 1882 (Reino Unido),Venezuela,Reino Unido,Literaria y/o artística,no,no,1882,,,
autores fallecidos en 1882 (Reino Unido),Alemania,Reino Unido,Literaria y/o artística,no,no,1882,,,
autores fallecidos en 1882 (Reino Unido),Nicaragua,Reino Unido,Literaria y/o artística,no,no,1882,,,
autores fallecidos en 1882 (Reino Unido),Bolivia,Reino Unido,Literaria y/o artística,no,no,1882,,,
autores fallecidos en 1882 (Reino Unido),El Salvador,Reino Unido,Literaria y/o artística,no,no,1882,,,
autores fallecidos en 1882 (Reino Unido),Costa Rica,Reino Unido,Literaria y/o artística,no,no,1882,,,
autores fallecidos en 1882 (Reino Unido),Paraguay,Reino Unido,Literaria y/o artística,no,no,1882,,,
autores fallecidos en 1882 (Reino Unido),Estados Unidos,Reino Unido,Literaria y/o artística,no,no,1882,,,
autores fallecidos en 1919 (México),España,México,Literaria y/o artística,no,no,1919,,,
autores fallecidos en 1919 (México),México,México,Literaria y/o artística,no,no,1919,,,
autores fallecidos en 1919 (México),Argentina,México,Literaria y/o artística,no,no,1919,,,
autores fallecidos en 1919 (México),Chile,México,Literaria y/o artística,no,no,1919,,,
autores fallecidos en 1919 (México),Colombia,México,Literaria y/o artística,no,no,1919,,,
autores fallecidos en 1919 (México),Perú,México,Literaria y/o artística,no,no,1919,,,
autores fallecidos en 1919 (México),Uruguay,México,Literaria y/o artística,no,no,1919,,,
autores fallecidos en 1919 (México),Ecuador,México,Literaria y/o artística,no,no,1919,,,
autores fallecidos en 1919 (México),Cuba,México,Literaria y/o artística,no,no,1919,,,
autores fallecidos en 1919 (México),Venezuela,México,Literaria y/o artística,no,no,1919,,,
autores fallecidos en 1919 (México),Alemania,México,Literaria y/o artística,no,no,1919,,,
autores fallecidos en 1919 (México),Nicaragua,México,Literaria y/o artística,no,no,1919,,,
autores fallecidos en 1919 (México),Bolivia,México,Literaria y/o artística,no,no,1919,,,
autores fallecidos en 1919 (México),El Salvador,México,Literaria y/o artística,no,no,1919,,,
autores fallecidos en 1919 (México),Costa Rica,México,Literaria y/o artística,no,no,1919,,,
autores fallecidos en 1919 (México),Paraguay,México,Literaria y/o artística,no,no,1919,,,
autores fallecidos en 1919 (México),Estados Unidos,México,Literaria y/o artística,no,no,1919,,,
autores fallecidos en 1934 (México),España,México,Literaria y/o artística,no,no,1934,,,
autores fallecidos en 1934 (México),México,México,Literaria y/o artística,no,no,1934,,,
autores fallecidos en 1934 (México),Argentina,México,Literaria y/o artística,no,no,1934,,,
autores fallecidos en 1934 (México),Chile,México,Literaria y/o artística,no,no,1934,,,
autores fallecidos en 1934 (México),Colombia,México,Literaria y/o artística,no,no,1934,,,
autores fallecidos en 1934 (México),Perú,México,Literaria y/o artística,no,no,1934,,,
autores fallecidos en 1934 (México),Uruguay,México,Literaria y/o artística,no,no,1934,,,
autores fallecidos en 1934 (México),Ecuador,México,Literaria y/o artística,no,no,1934,,,
autores fallecidos en 1934 (México),Cuba,México,Literaria y/o artística,no,no,1934,,,
autores fallecidos en 1934 (México),Venezuela,México,Literaria y/o artística,no,no,1934,,,
autores fallecidos en 1934 (México),Alemania,México,Literaria y/o artística,no,no,1934,,,
autores fallecidos en 1934 (México),Nicaragua,México,Literaria y/o artística,no,no,1934,,,
autores fallecidos en 1934 (México),Bolivia,México,Literaria y/o artística,no,no,1934,,,
autores fallecidos en 1934 (México),El Salvador,México,Literaria y/o artística,no,no,1934,,,
autores fallecidos en 1934 (México),Costa Rica,México,Literaria y/o artística,no,no,1934,,,
autores fallecidos en 1934 (México),Paraguay,México,Literaria y/o artística,no,no,1934,,,
autores fallecidos en 1934 (México),Estados Unidos,México,Literaria y/o artística,no,no,1934,,,
autores fallecidos en 1919 (Perú),España,Perú,Literaria y/o artística,no,no,1919,,,
autores fallecidos en 1919 (Perú),México,Perú,Literaria y/o artística,no,no,1919,,,
autores fallecidos en 1919 (Perú),Argentina,Perú,Literaria y/o artística,no,no,1919,,,
autores fallecidos en 1919 (Perú),Chile,Perú,Literaria y/o artística,no,no,1919,,,
autores fallecidos en 1919 (Perú),Colombia,Perú,Literaria y/o artística,no,no,1919,,,
autores fallecidos en 1919 (Perú),Perú,Perú,Literaria y/o artística,no,no,1919,,,
autores fallecidos en 1919 (Perú),Uruguay,Perú,Literaria y/o artística,no,no,1919,,,
autores fallecidos en 1919 (Perú),Ecuador,Perú,Literaria y/o artística,no,no,1919,,,
autores fallecidos en 1919 (Perú),Cuba,Perú,Literaria y/o artística,no,no,1919,,,
autores fallecidos en 1919 (Perú),Venezuela,Perú,Literaria y/o artística,no,no,1919,,,
autores fallecidos en 1919 (Perú),Alemania,Perú,Literaria y/o artística,no,no,1919,,,
autores fallecidos en 1919 (Perú),Nicaragua,Perú,Literaria y/o artística,no,no,1919,,,
autores fallecidos en 1919 (Perú),Bolivia,Perú,Literaria y/o artística,no,no,1919,,,
autores fallecidos en 1919 (Perú),El Salvador,Perú,Literaria y/o artística,no,no,1919,,,
autores fallecidos en 1919 (Perú),Costa Rica,Perú,Literaria y/o artística,no,no,1919,,,
autores fallecidos en 1919 (Perú),Paraguay,Perú,Literaria y/o artística,no,no,1919,,,
autores fallecidos en 1919 (Perú),Estados Unidos,Perú,Literaria y/o artística,no,no,1919,,,
autores fallecidos en 1938 (Perú),España,Perú,Literaria y/o artística,no,no,1938,,,
autores fallecidos en 1938 (Perú),México,Perú,Literaria y/o artística,no,no,1938,,,
autores fallecidos en 1938 (Perú),Argentina,Perú,Literaria y/o artística,no,no,1938,,,
autores fallecidos en 1938 (Perú),Chile,Perú,Literaria y/o artística,no,no,1938,,,
autores fallecidos en 1938 (Perú),Colombia,Perú,Literaria y/o artística,no,no,1938,,,
autores fallecidos en 1938 (Perú),Perú,Perú,Literaria y/o artística,no,no,1938,,,
autores fallecidos en 1938 (Perú),Uruguay,Perú,Literaria y/o artística,no,no,1938,,,
autores fallecidos en 1938 (Perú),Ecuador,Perú,Literaria y/o artística,no,no,1938,,,
autores fallecidos en 1938 (Perú),Cuba,Perú,Literaria y/o artística,no,no,1938,,,
autores fallecidos en 1938 (Perú),Venezuela,Perú,Literaria y/o artística,no,no,1938,,,
autores fallecidos en 1938 (Perú),Alemania,Perú,Literaria y/o artística,no,no,1938,,,
autores fallecidos en 1938 (Perú),Nicaragua,Perú,Literaria y/o artística,no,no,1938,,,
autores fallecidos en 1938 (Perú),Bolivia,Perú,Literaria y/o artística,no,no,1938,,,
autores fallecidos en 1938 (Perú),El Salvador,Perú,Literaria y/o artística,no,no,1938,,,
autores fallecidos en 1938 (Perú),Costa Rica,Perú,Literaria y/o artística,no,no,1938,,,
autores fallecidos en 1938 (Perú),Paraguay,Perú,Literaria y/o artística,no,no,1938,,,
autores fallecidos en 1938 (Perú),Estados Unidos,Perú,Literaria y/o artística,no,no,1938,,,
autores fallecidos en 1914 (Uruguay),España,Uruguay,Literaria y/o artística,no,no,1914,,,
autores fallecidos en 1914 (Uruguay),México,Uruguay,Literaria y/o artística,no,no,1914,,,
autores fallecidos en 1914 (Uruguay),Argentina,Uruguay,Literaria y/o artística,no,no,1914,,,
autores fallecidos en 1914 (Uruguay),Chile,Uruguay,Literaria y/o artística,no,no,1914,,,
autores fallecidos en 1914 (Uruguay),Colombia,Uruguay,Literaria y/o artística,no,no,1914,,,
autores fallecidos en 1914 (Uruguay),Perú,Uruguay,Literaria y/o artística,no,no,1914,,,
autores fallecidos en 1914 (Uruguay),Uruguay,Uruguay,Literaria y/o artística,no,no,1914,,,
autores fallecidos en 1914 (Uruguay),Ecuador,Uruguay,Literaria y/o artística,no,no,1914,,,
autores fallecidos en 1914 (Uruguay),Cuba,Uruguay,Literaria y/o artística,no,no,1914,,,
autores fallecidos en 1914 (Uruguay),Venezuela,Uruguay,Literaria y/o artística,no,no,1914,,,
autores fallecidos en 1914 (Uruguay),Alemania,Uruguay,Literaria y/o artística,no,no,1914,,,
autores fallecidos en 1914 (Uruguay),Nicaragua,Uruguay,Literaria y/o artística,no,no,1914,,,
autores fallecidos en 1914 (Uruguay),Bolivia,Uruguay,Literaria y/o artística,no,no,1914,,,
autores fallecidos en 1914 (Uruguay),El Salvador,Uruguay,Literaria y/o artística,no,no,1914,,,
autores fallecidos en 1914 (Uruguay),Costa Rica,Uruguay,Literaria y/o artística,no,no,1914,,,
autores fallecidos en 1914 (Uruguay),Paraguay,Uruguay,Literaria y/o artística,no,no,1914,,,
autores fallecidos en 1914 (Uruguay),Estados Unidos,Uruguay,Literaria y/o artística,no,no,1914,,,
autores fallecidos en 1926 (Uruguay),España,Uruguay,Literaria y/o artística,no,no,1926,,,
autores fallecidos en 1926 (Uruguay),México,Uruguay,Literaria y/o artística,no,no,1926,,,
autores fallecidos en 1926 (Uruguay),Argentina,Uruguay,Literaria y/o artística,no,no,1926,,,
autores fallecidos en 1926 (Uruguay),Chile,Uruguay,Literaria y/o artística,no,no,1926,,,
autores fallecidos en 1926 (Uruguay),Colombia,Uruguay,Literaria y/o artística,no,no,1926,,,
autores fallecidos en 1926 (Uruguay),Perú,Uruguay,Literaria y/o artística,no,no,1926,,,
autores fallecidos en 1926 (Uruguay),Uruguay,Uruguay,Literaria y/o artística,no,no,1926,,,
autores fallecidos en 1926 (Uruguay),Ecuador,Uruguay,Literaria y/o artística,no,no,1926,,,
autores fallecidos en 1926 (Uruguay),Cuba,Uruguay,Literaria y/o artística,no,no,1926,,,
autores fallecidos en 1926 (Uruguay),Venezuela,Uruguay,Literaria y/o artística,no,no,1926,,,
autores fallecidos en 1926 (Uruguay),Alemania,Uruguay,Literaria y/o artística,no,no,1926,,,
autores fallecidos en 1926 (Uruguay),Nicaragua,Uruguay,Literaria y/o artística,no,no,1926,,,
autores fallecidos en 1926 (Uruguay),Bolivia,Uruguay,Literaria y/o artística,no,no,1926,,,
autores fallecidos en 1926 (Uruguay),El Salvador,Uruguay,Literaria y/o artística,no,no,1926,,,
autores fallecidos en 1926 (Uruguay),Costa Rica,Uruguay,Literaria y/o artística,no,no,1926,,,
autores fallecidos en 1926 (Uruguay),Paraguay,Uruguay,Literaria y/o artística,no,no,1926,,,
autores fallecidos en 1926 (Uruguay),Estados Unidos,Uruguay,Literaria y/o artística,no,no,1926,,,
autores fallecidos en 1930 (Uruguay),España,Uruguay,Literaria y/o artística,no,no,1930,,,
autores fallecidos en 1930 (Uruguay),México,Uruguay,Literaria y/o artística,no,no,1930,,,
autores fallecidos en 1930 (Uruguay),Argentina,Uruguay,Literaria y/o artística,no,no,1930,,,
autores fallecidos en 1930 (Uruguay),Chile,Uruguay,Literaria y/o artística,no,no,1930,,,
autores fallecidos en 1930 (Uruguay),Colombia,Uruguay,Literaria y/o artística,no,no,1930,,,
autores fallecidos en 1930 (Uruguay),Perú,Uruguay,Literaria y/o artística,no,no,1930,,,
autores fallecidos en 1930 (Uruguay),Uruguay,Uruguay,Literaria y/o artística,no,no,1930,,,
autores fallecidos en 1930 (Uruguay),Ecuador,Uruguay,Literaria y/o artística,no,no,1930,,,
autores fallecidos en 1930 (Uruguay),Cuba,Uruguay,Literaria y/o artística,no,no,1930,,,
autores fallecidos en 1930 (Uruguay),Venezuela,Uruguay,Literaria y/o artística,no,no,1930,,,
autores fallecidos en 1930 (Uruguay),Alemania,Uruguay,Literaria y/o artística,no,no,1930,,,
autores fallecidos en 1930 (Uruguay),Nicaragua,Uruguay,Literaria y/o artística,no,no,1930,,,
autores fallecidos en 1930 (Uruguay),Bolivia,Uruguay,Literaria y/o artística,no,no,1930,,,
autores fallecidos en 1930 (Uruguay),El Salvador,Uruguay,Literaria y/o artística,no,no,1930,,,
autores fallecidos en 1930 (Uruguay),Costa Rica,Uruguay,Literaria y/o artística,no,no,1930,,,
autores fallecidos en 1930 (Uruguay),Paraguay,Uruguay,Literaria y/o artística,no,no,1930,,,
autores fallecidos en 1930 (Uruguay),Estados Unidos,Uruguay,Literaria y/o artística,no,no,1930,,,
autores fallecidos en 1937 (Uruguay),España,Uruguay,Literaria y/o artística,no,no,1937,,,
autores fallecidos en 1937 (Uruguay),México,Uruguay,Literaria y/o artística,no,no,1937,,,
autores fallecidos en 1937 (Uruguay),Argentina,Uruguay,Literaria y/o artística,no,no,1937,,,
autores fallecidos en 1937 (Uruguay),Chile,Uruguay,Literaria y/o artística,no,no,1937,,,
autores fallecidos en 1937 (Uruguay),Colombia,Uruguay,Literaria y/o artística,no,no,1937,,,
autores fallecidos en 1937 (Uruguay),Perú,Uruguay,Literaria y/o artística,no,no,1937,,,
autores fallecidos en 1937 (Uruguay),Uruguay,Uruguay,Literaria y/o artística,no,no,1937,,,
autores fallecidos en 1937 (Uruguay),Ecuador,Uruguay,Literaria y/o artística,no,no,1937,,,
autores fallecidos en 1937 (Uruguay),Cuba,Uruguay,Literaria y/o artística,no,no,1937,,,
autores fallecidos en 1937 (Uruguay),Venezuela,Uruguay,Literaria y/o artística,no,no,1937,,,
autores fallecidos en 1937 (Uruguay),Alemania,Uruguay,Literaria y/o artística,no,no,1937,,,
autores fallecidos en 1937 (Uruguay),Nicaragua,Uruguay,Literaria y/o artística,no,no,1937,,,
autores fallecidos en 1937 (Uruguay),Bolivia,Uruguay,Literaria y/o artística,no,no,1937,,,
autores fallecidos en 1937 (Uruguay),El Salvador,Uruguay,Literaria y/o artística,no,no,1937,,,
autores fallecidos en 1937 (Uruguay),Costa Rica,Uruguay,Literaria y/o artística,no,no,1937,,,
autores fallecidos en 1937 (Uruguay),Paraguay,Uruguay,Literaria y/o artística,no,no,1937,,,
autores fallecidos en 1937 (Uruguay),Estados Unidos,Uruguay,Literaria y/o artística,no,no,1937,,,
autores fallecidos en 1936 (Venezuela),España,Venezuela,Literaria y/o artística,no,no,1936,,,
autores fallecidos en 1936 (Venezuela),México,Venezuela,Literaria y/o artística,no,no,1936,,,
autores fallecidos en 1936 (Venezuela),Argentina,Venezuela,Literaria y/o artística,no,no,1936,,,
autores fallecidos en 1936 (Venezuela),Chile,Venezuela,Literaria y/o artística,no,no,1936,,,
autores fallecidos en 1936 (Venezuela),Colombia,Venezuela,Literaria y/o artística,no,no,1936,,,
autores fallecidos en 1936 (Venezuela),Perú,Venezuela,Literaria y/o artística,no,no,1936,,,
autores fallecidos en 1936 (Venezuela),Uruguay,Venezuela,Literaria y/o artística,no,no,1936,,,
autores fallecidos en 1936 (Venezuela),Ecuador,Venezuela,Literaria y/o artística,no,no,1936,,,
autores fallecidos en 1936 (Venezuela),Cuba,Venezuela,Literaria y/o artística,no,no,1936,,,
autores fallecidos en 1936 (Venezuela),Venezuela,Venezuela,Literaria y/o artística,no,no,1936,,,
autores fallecidos en 1936 (Venezuela),Alemania,Venezuela,Literaria y/o artística,no,no,1936,,,
autores fallecidos en 1936 (Venezuela),Nicaragua,Venezuela,Literaria y/o artística,no,no,1936,,,
autores fallecidos en 1936 (Venezuela),Bolivia,Venezuela,Literaria y/o artística,no,no,1936,,,
autores fallecidos en 1936 (Venezuela),El Salvador,Venezuela,Literaria y/o artística,no,no,1936,,,
autores fallecidos en 1936 (Venezuela),Costa Rica,Venezuela,Literaria y/o artística,no,no,1936,,,
autores fallecidos en 1936 (Venezuela),Paraguay,Venezuela,Literaria y/o artística,no,no,1936,,,
autores fallecidos en 1936 (Venezuela),Estados Unidos,Venezuela,Literaria y/o artística,no,no,1936,,,
