id,dominio,titulo,autor,anio,pais,genero,tema,tipo,fuente,url,urls,verificado,puede_alojarse,piezas,nota_editorial,notas
105,Ciencia,Conceptos en Biología (OpenStax),OpenStax,2018,Internacional (OpenStax/Rice University),Libro de texto — Biología,Biología,Libre acceso (CC BY 4.0),OpenStax (alojado en LibreTexts español),https://espanol.libretexts.org/Bookshelves/Biologia/Biologia_introductoria_y_general/Libro%3A_Conceptos_en_Biolog%C3%ADa_(OpenStax),,True,si,,,"Confirmado: licencia CC BY 4.0 (etiqueta license:ccby explícita en la página, re-verificada). URL corregida (faltaba '/Bookshelves/', estaba rota)."
106,Ciencia,"Química General (OpenStax, vía LibreTexts español)",OpenStax,2019,Internacional (OpenStax/Rice University),Libro de texto — Química,Química,Libre acceso (CC BY 4.0),OpenStax (alojado en LibreTexts español),https://espanol.libretexts.org/Bookshelves/Quimica/Libro%3A_Qu%C3%ADmica_General_(OpenSTAX),,True,si,,,"Confirmado: licencia CC BY 4.0 (etiqueta license:ccby explícita en la página, re-verificada). URL corregida (faltaba '/Bookshelves/', estaba rota)."
107,Ciencia,Revista Chilena de Historia Natural,Sociedad de Biología de Chile,2020,Chile,Revista científica — Biología/Ecología,Biología,Acceso abierto (verificar licencia por artículo),SciELO Chile,https://www.scielo.cl/scielo.php?script=sci_serial&pid=0716-078X,,False,revisar_por_articulo,,,SciELO exige CC-BY para revistas indexadas después de 2015; revistas o números más antiguos pueden tener otra licencia. Verificar artículo por artículo.
108,Ciencia,Revista Médica de Chile,Sociedad Médica de Santiago,2020,Chile,Revista científica — Medicina,Medicina,Acceso abierto (verificar licencia por artículo),SciELO Chile,https://www.scielo.cl/scielo.php?script=sci_serial&pid=0034-9887,,False,revisar_por_articulo,,,Misma salvedad que la anterior: confirmar licencia CC-BY por artículo/número.
109,Ciencia,Repositorio ANID — acceso abierto,Agencia Nacional de Investigación y Desarrollo (Chile),2022,Chile,Portal — multidisciplinario,Multidisciplinario,Acceso abierto por mandato legal,ANID,https://repositorio.anid.cl/home,,False,revisar_por_item,,,"Corrección: las restricciones de acceso a cada ítem las define el propio autor al depositar (según FAQ oficial de ANID) — no todo lo que está en el repositorio es automáticamente redistribuible, aunque la política general sea de acceso abierto. Sigue siendo portal, no ítems concretos: seleccionar papers/tesis específicos requiere navegar el repositorio directamente (no lo pude hacer con las herramientas de búsqueda disponibles)."
200,Libros de Colegio,Leo Primero,Ministerio de Educación de Chile (MINEDUC),2023,Chile,Texto escolar — Lectoescritura inicial,Literatura,Descarga liberada para la ciudadanía,Currículum Nacional (MINEDUC),https://www.curriculumnacional.cl/textos_escolares,,False,revisar,,,"Colección de elaboración interna del MINEDUC (no de editorial privada), descrita como 'de descarga liberada para la ciudadanía'. Enlace al portal general, falta confirmar la ficha específica y los términos exactos de redistribución antes de copiar el archivo."
201,Libros de Colegio,Sumo Primero,Ministerio de Educación de Chile (MINEDUC),2023,Chile,Texto escolar — Matemática inicial,Matemáticas,Descarga liberada para la ciudadanía,Currículum Nacional (MINEDUC),https://www.curriculumnacional.cl/textos_escolares,,False,revisar,,,"Mismo caso que Leo Primero: colección propia del MINEDUC, no de editorial privada. Verificar ficha específica y licencia exacta antes de alojar copia."
202,Literatura,Martín Rivas,Alberto Blest Gana,1862,Chile,Novela,,Dominio público,"textos.info (edición de Edu Robsy, marcada como dominio público)",https://archivos.tintaydatos.com/ediciones/martin-rivas-tinta-y-datos.pdf,,True,si,,,"Edición propia Tinta y Datos: 66 capítulos, 4956 párrafos."
203,Literatura,Sub terra,Baldomero Lillo,1917,Chile,Cuento,,Dominio público,"textos.info (edición de Edu Robsy, marcada como dominio público)",https://archivos.tintaydatos.com/ediciones/sub-terra-tinta-y-datos.pdf,,True,si,Los inválidos | La compuerta número 12 | El grisú | El pago | El Chiflón del Diablo | El pozo | Juan Fariña (Leyenda) | Caza mayor | El registro | La barrena | Era él solo… | La mano pegada | Cañuela y Petaca,"Corresponde a la segunda edición, de 1917, que amplía a trece los ocho cuentos de la primera de 1904. Los relatos de este libro figuran también en el volumen «Cuentos completos», que Tinta y Datos publica por separado.","Edición propia Tinta y Datos: 13 capítulos, 965 párrafos."
204,Literatura,Altazor,Vicente Huidobro,1931,Chile,Poesía,,Dominio público,Internet Archive,https://archive.org/details/huidobro-altazor,,True,revisar_uso_comercial,,,Huidobro murió en 1948 (dominio público confirmado por regla de 70+ años). Ojo: la página de Wikisource de esta obra específica muestra un aviso de 'copyright reservado' que contradice la página general del autor — dejo esto marcado para revisar antes de alojar copia propia.
207,Literatura,Himno Nacional de Chile (letra),"Eusebio Lillo Robles (versos), Bernardo de Vera y Pintado (coro)",1847,Chile,Poesía,,Dominio público,Wikisource,https://es.wikisource.org/wiki/Himno_Nacional_de_Chile,,True,si,,,"Autor de la letra vigente del himno chileno. Murió en 1910, dominio público hace más de un siglo."
208,Literatura,Recuerdos del pasado,Vicente Pérez Rosales,1886,Chile,Memoria/Crónica,,Dominio público,Memoria Chilena,https://www.memoriachilena.gob.cl/602/w3-article-7973.html,,True,si,,,"Actualizado con la ficha específica del documento en Memoria Chilena (antes apuntaba a un link de búsqueda en Wikisource). Autor murió en 1886, dominio público seguro por antigüedad y por el patrón consistente de Memoria Chilena con obras de esta época."
209,Literatura,Ifigenia,Teresa de la Parra,1924,Venezuela,Novela,,Dominio público,Internet Archive,https://archive.org/details/ifigenia.teresadelaparra,,True,revisar_uso_comercial,,,"Actualizado con link de descarga directa (PDF/EPUB) en Internet Archive, en vez del link de búsqueda de Wikisource."
210,Literatura,Cumandá,Juan León Mera,1879,Ecuador,Novela,,Dominio público,Freeditorial,https://freeditorial.com/es/books/cumanda-o-un-drama-entre-salvajes,,True,revisar_uso_comercial,,,"Actualizado con link de descarga directa en Freeditorial, en vez del link de búsqueda de Wikisource."
211,Literatura,Siete tratados,Juan Montalvo,1882,Ecuador,Ensayo,,Dominio público,Wikisource,https://es.wikisource.org/wiki/Autor:Juan_Montalvo,,True,si,,,Wikisource confirma que toda la obra original de Montalvo es dominio público (murió hace más de 100 años). Enlace a la página de autor; falta ubicar la ficha específica de esta obra.
212,Libros de Colegio,English First,Ministerio de Educación de Chile (MINEDUC),2023,Chile,Texto escolar — Inglés inicial,Inglés,Descarga liberada para la ciudadanía,Currículum Nacional (MINEDUC),https://www.curriculumnacional.cl/textos_escolares,,False,revisar,,,Colección propia del MINEDUC (no editorial privada) para enseñanza inicial de inglés mediante juegos y canciones. Portal confirma 'descarga liberada para la ciudadanía'; falta ficha específica.
213,Libros de Colegio,Juego Primero,Ministerio de Educación de Chile (MINEDUC),2023,Chile,Texto escolar — Aprendizaje por el juego,Educación inicial,Descarga liberada para la ciudadanía,Currículum Nacional (MINEDUC),https://www.curriculumnacional.cl/textos_escolares,,False,revisar,,,"Recursos educativos de exploración y manipulación de materiales concretos, colección propia del MINEDUC. Falta ficha específica."
214,Libros de Colegio,Narraciones Extraordinarias,Edgar Allan Poe,1908,Chile,Cuento,Literatura,Biblioteca de descarga liberada (MINEDUC),Currículum Nacional — Biblioteca de Descarga Liberada,https://www.curriculumnacional.cl/portal/Secciones/Biblioteca-de-Descarga-Liberada-BDL/226628:Narraciones-Extraordinarias,,True,no,,,"Recomendado para 7° a 4° medio. Editorial: Freeditorial. La ficha muestra su propio licenciamiento explícito — confirmar esa etiqueta puntual antes de alojar copia. Edición de Freeditorial distribuida por la Biblioteca de Descarga Liberada del Mineduc: licencia negociada, no dominio público. Solo enlace."
215,Libros de Colegio,Malena,Antonella Reveco Spalloni,2020,Chile,Cuento infantil,Literatura,Biblioteca de descarga liberada (MINEDUC),Currículum Nacional — Biblioteca de Descarga Liberada,https://www.curriculumnacional.cl/portal/Secciones/Biblioteca-de-Descarga-Liberada-BDL/223950:Malena,,True,revisar_por_item,,,Recomendado para Educación Parvularia a 6° básico. Autoría chilena contemporánea; verificar licencia específica antes de alojar copia.
216,Libros de Colegio,Historia de la aviación en Chile,Enrique Flores Álvarez,1930,Chile,Historia,Historia,Biblioteca de descarga liberada (MINEDUC),Currículum Nacional — Biblioteca de Descarga Liberada (vía Memoria Chilena),https://www.curriculumnacional.cl/portal/Secciones/Biblioteca-de-Descarga-Liberada-BDL/308279:Historia-de-la-aviacion-en-Chile,,True,revisar_por_item,,,Viene de la colección de libros de Memoria Chilena — aplica la misma cautela de siempre con esa fuente (revisar 'Patrimonio Cultural Común' vs. protegido).
217,Libros de Colegio,Ensayo de una bibliografía dramática chilena,Nicolás Anrique R. (1864-1904),1899,Chile,Historia/Bibliografía,Literatura,Biblioteca de descarga liberada (MINEDUC),Currículum Nacional — Biblioteca de Descarga Liberada (vía Memoria Chilena),https://www.curriculumnacional.cl/portal/Secciones/Biblioteca-de-Descarga-Liberada-BDL/307002:Ensayo-de-una-bibliografia-dramatica-chilena,,True,revisar_por_item,,,"Autor fallecido 1904, dominio público seguro por antigüedad. Vía Memoria Chilena, misma cautela habitual."
218,Literatura,Mis memorias,"Carmen Smith de Espinosa (Smith Canales, Carmen)",1936,Chile,Memoria/Crónica,,Dominio público (Patrimonio Cultural Común),Memoria Chilena,https://www.memoriachilena.gob.cl/602/w3-article-165727.html,,True,si,,,"La ficha del propio documento en Memoria Chilena declara explícitamente 'Propiedad intelectual: Patrimonio cultural común' — confirmación directa, sin necesidad de inferir. Memorias de infancia, juventud y familia, con versos y fotografías."
219,Ciencia,Clases de astronomía: profesadas en la Universidad de Santiago de Chile,Friedrich Wilhelm Ristenpart (1868-1913),1912,Chile,Libro de texto — Astronomía,Astronomía,Dominio público (Patrimonio Cultural Común),Memoria Chilena,https://www.memoriachilena.gob.cl/602/w3-article-63964.html,,True,si,,,"Ficha confirma explícitamente 'Propiedad intelectual: Patrimonio cultural común'. Curso completo de astronomía dictado en la Universidad de Chile por el astrónomo alemán Ristenpart, director del Observatorio Nacional. Autor murió en 1913, dominio público también por regla de autoría."
220,Ciencia,Peces nuevos de Chile,Rodolfo Amando Philippi (1808-1904),1896,Chile,Artículo científico — Biología,Biología,Dominio público (Patrimonio Cultural Común),Memoria Chilena,https://www.memoriachilena.gob.cl/602/w3-article-66186.html,,True,si,,,"Ficha confirma explícitamente 'Propiedad intelectual: Patrimonio cultural común'. Publicado originalmente en los Anales de la Universidad de Chile. Philippi fue uno de los naturalistas más influyentes de Chile, director del Museo Nacional de Historia Natural."
221,Ciencia,Viage al Desierto de Atacama: hecho de orden del gobierno de Chile en el verano 1853-54,Rodolfo Amando Philippi (1808-1904),1860,Chile,Libro — Geografía/Ciencias naturales,Biología,Dominio público (Patrimonio Cultural Común),Memoria Chilena,https://www.memoriachilena.gob.cl/602/w3-article-7825.html,,True,si,,,"Ficha confirma explícitamente 'Propiedad intelectual: Patrimonio cultural común'. Relato de la expedición científica al Desierto de Atacama encargada por el gobierno de Chile, con observaciones botánicas, geológicas y etnográficas."
222,Ciencia,El origen de las especies por medio de la selección natural,Charles Darwin (1809-1882); traducción de Antonio de Zulueta,1921,Internacional (visitó Chile 1832-1835),Libro — Biología/Historia natural,Biología,Dominio público (Patrimonio Cultural Común),Memoria Chilena,https://www.memoriachilena.gob.cl/602/w3-article-8085.html,,True,no,,,"Ficha confirma explícitamente 'Propiedad intelectual: Patrimonio cultural común'. Primera traducción al español (Madrid, Calpe, 1921), en 3 tomos — este enlace es al tomo I; los tomos II y III están también disponibles en Memoria Chilena con la misma clasificación. Darwin recorrió Chile entre 1832 y 1835 durante el viaje del Beagle, observaciones que alimentaron directamente esta obra. La traducción es de Antonio de Zulueta (m. 1971) y tiene derechos propios hasta ~2042, pese a que la ficha la etiqueta como patrimonio cultural común. Solo enlace."
223,Ciencia,Jeolojía de la América Meridional,Charles Darwin (1809-1882); traducción de Alfredo Escuti Orrego,1906,Internacional (visitó Chile 1832-1835),Libro — Geología,Geología,Dominio público (Patrimonio Cultural Común),Memoria Chilena,https://www.memoriachilena.gob.cl/602/w3-article-65201.html,,True,revisar,,,"Ficha confirma explícitamente 'Propiedad intelectual: Patrimonio cultural común'. Traducción al español (1906) de 'Geological observations on South America' (1846), publicada como anexo a los Anales de la Universidad de Chile. Observaciones geológicas de Darwin durante el viaje del Beagle. Traducción de Alfredo Escuti Orrego (1906); falta su fecha de muerte para saber si la traducción es libre. Solo enlace."
224,Ciencia,Viaje de un naturalista alrededor del mundo,Charles Darwin (1809-1882); traducción de J. Hubert,1945,Internacional (visitó Chile 1832-1835),Libro — Biología/Relato de viaje científico,Biología,Dominio público (Patrimonio Cultural Común),Memoria Chilena,https://www.memoriachilena.gob.cl/602/w3-article-8401.html,,True,revisar,,,"Ficha confirma explícitamente 'Propiedad intelectual: Patrimonio cultural común'. El diario de viaje del Beagle (publicado originalmente en 1839), con capítulos completos sobre su recorrido por Chile — Valparaíso, Santiago, Chiloé, la cordillera. Probablemente la obra de Darwin más accesible para público general, no especializado. Traducción de J. Hubert; falta su fecha de muerte para saber si la traducción es libre. Solo enlace."
225,Ciencia,Revista Colombiana de Química,"Universidad Nacional de Colombia, Facultad de Ciencias",1971,Colombia,Revista científica — Química,Química,Acceso abierto (CC BY 3.0),Latindex / SciELO,http://www.revistas.unal.edu.co/index.php/rcolquim,,True,si,,,"Licencia confirmada explícitamente: Creative Commons Atribución 3.0 Unported — sin ambigüedad, a diferencia de otras revistas SciELO donde hay que revisar caso a caso. Publica investigación en química analítica, orgánica, inorgánica, bioquímica y fisicoquímica. Indexada en SciELO, Latindex y Scopus."
226,Literatura,Poesía completa (selección en Wikisource),Sor Juana Inés de la Cruz,1689,México,Poesía,,Dominio público,"textos.info (edición de Edu Robsy, marcada como dominio público)",https://archivos.tintaydatos.com/ediciones/poemas-y-sonetos-tinta-y-datos.pdf,,True,si,"En que satisface un recelo con la retórica del llanto. | Día de Comunión | Dime vencedor rapaz | Envía una rosa a la virreina | Este amoroso tormento | Estos versos, lector mío | Excusándose | Expresa los efectos | Finjamos que soy feliz | Letras para cantar | Nacimiento de Cristo | Oración traducida del Latín | Primero sueño | Pues estoy condenada | Redondillas | Sentimientos de ausente | Teme que su afecto | Ya que para despedirme | A su retrato - Soneto CXLV | A una Rosa | Al que ingrato me deja, busco amante… | Detente sombra | Esta tarde, mi bien | Feliciano me adora y le aborrezco | Insinua su aversion a los vicios | La sentencia de Justo | Verde embeleso",,"Edición propia Tinta y Datos: 30 poemas, 2277 versos."
227,Literatura,Los heraldos negros,César Vallejo,1918,Perú,Poesía,,Dominio público,Wikimedia Commons (archivo fijo),https://commons.wikimedia.org/wiki/File:Los_heraldos_negros.pdf,,True,si,,,"Primer libro de Vallejo, uno de los poetas más influyentes de la lengua española del siglo XX. Murió en 1938, dominio público seguro. Página de Wikisource confirmada con el índice completo de poemas. ACTUALIZADO: archivo PDF fijo en Commons (177 págs.) en vez de la página de lectura de Wikisource."
228,Literatura,Los Astros del Abismo,Delmira Agustini,1924,Uruguay,Poesía,,Dominio público,Internet Archive,https://archive.org/details/DelmiraAgustini1924LosAstrosDelAbismo,,True,revisar_uso_comercial,,,"Segundo tomo de sus Obras Completas, publicado póstumamente en 1924, diez años después de su muerte."
229,Literatura,Antología,Delmira Agustini,1965,Uruguay,Poesía,,Dominio público,Internet Archive,https://archive.org/details/AgustiniDAntologia,,True,no,,,"Antología de su obra, con prólogo de Esther de Cáceres, publicada por la Biblioteca Artigas (Colección de Clásicos Uruguayos). Aportado por Rocío. Los poemas de Agustini son libres, pero esta antología de 1965 tiene selección y prólogo de Esther de Cáceres (m. 1971), con derechos propios. Solo enlace; su poesía ya está en las filas 18 y 228."
230,Literatura,Languidez: versos,Alfonsina Storni,1920,Argentina,Poesía,,Dominio público,Internet Archive,https://archive.org/details/languidezversos00storuoft,,True,si,,,"Confirmado dominio público en Wikimedia Commons (autora murió 1938, más de 80 años). También disponible en Wikisource (es.wikisource.org/wiki/Languidez). Ganó el Primer Premio Municipal y el Segundo Premio Nacional de Literatura en Argentina. Aportado por Rocío."
231,Literatura,El dulce daño,Alfonsina Storni,1918,Argentina,Poesía,,Dominio público,"textos.info (edición de Edu Robsy, marcada como dominio público)",https://archivos.tintaydatos.com/ediciones/el-dulce-dano-tinta-y-datos.pdf,,True,si,"Así | Este grave daño | Sábado | Primavera | Dime | Capricho | Tú y yo | En silencio | Dulce tortura | El dulce daño | Lluvia pasada | Antes... | Dos palabras | Tu dulzura | Nocturno | El llamado | Media Noche | Luna llena | ¡Piedad! | Bajo tus miradas | Oh tú | El poema de la risa | Queja | Si la muerte quisiera | Ladrona | El viajero | Fuerza blanca | Transfusión | El milagro | Siete vidas | Tus dardos | El arbusto | Viaje finido | El fuego | El miedo | Tú me quieres blanca | Bárbara | Tempestad | Risas | Agua! | El oro de la vida | Tentación | ¿Qué diría? | Sentirse | Triste convoy | Supremo cortejo | Presentimiento | Viaje | Instante | ¿Porqué, Dioses de piedra | Oveja descarriada | Cuadrados y ángulos | Aspecto | Bah! | Una pared | Parásitos | ¿Verdad? | ¿Sabéis algo? | El extraño deseo",,"Edición propia Tinta y Datos: 59 poemas, 1376 versos."
232,Literatura,Poemas de amor,Alfonsina Storni,1926,Argentina,Poesía,,Dominio público,Internet Archive,https://archive.org/details/stornipoemasdeamor,,True,revisar_uso_comercial,,,Edición verificada en español.
233,Literatura,Antología,Alfonsina Storni,1938,Argentina,Poesía,,Dominio público,Internet Archive,https://archive.org/details/alfonsina-storni-antologia_202407,,True,revisar_uso_comercial,,,Edición verificada en español.
234,Literatura,Sangre y arena,Vicente Blasco Ibáñez,1908,España,Novela,,Dominio público,"textos.info (edición de Edu Robsy, marcada como dominio público)",https://archivos.tintaydatos.com/ediciones/sangre-y-arena-tinta-y-datos.pdf,,True,si,,,"Edición propia Tinta y Datos: 10 capítulos, 2187 párrafos."
235,Literatura,La reina Calafia,Vicente Blasco Ibáñez,1923,España,Novela,,Dominio público,"textos.info (edición de Edu Robsy, marcada como dominio público)",https://archivos.tintaydatos.com/ediciones/la-reina-calafia-tinta-y-datos.pdf,,True,si,,,"Edición propia Tinta y Datos: 10 capítulos, 1271 párrafos."
236,Literatura,Los cuatro jinetes del Apocalipsis,Vicente Blasco Ibáñez,1919,España,Novela,,Dominio público,"textos.info (edición de Edu Robsy, marcada como dominio público)",https://archivos.tintaydatos.com/ediciones/los-cuatro-jinetes-del-apocalipsis-tinta-y-datos.pdf,,True,si,I. En el jardín de la Capilla Expiatoria | II. El centauro Madariaga | III. La familia Desnoyers | IV. El primo de Berlín | V. Donde aparecen los cuatro jinetes | I. Las envidias de don Marcelo | II. Vida nueva | III. La retirada | IV. Junto á la gruta sagrada | V. La invasión | I. Después del Marne | II. En el estudio | III. La guerra | IV. No hay quien le mate | V. Campos de muerte,"Se conserva la acentuación original de la edición, anterior a la norma actual: «á», «ó», «fué».","Edición propia Tinta y Datos: 15 capítulos, 2065 párrafos."
237,Literatura,Argentina y sus grandezas,Vicente Blasco Ibáñez,1910,España,Crónica de viaje,,Dominio público,Internet Archive,https://archive.org/details/argentinaysusgra00blas,,True,revisar_uso_comercial,,,Crónica de su viaje a Argentina en 1909.
238,Literatura,El intruso,Vicente Blasco Ibáñez,1924,España,Novela,,Dominio público,Internet Archive,https://archive.org/details/intrusonovela00blas,,True,revisar_uso_comercial,,,"Novela de 1904, verificada en Internet Archive."
240,Literatura,El militarismo mejicano,Vicente Blasco Ibáñez,1920,España,Ensayo,,Dominio público,Internet Archive,https://archive.org/details/elmilitarismome00ibgoog,,True,si,,,Ensayo sobre la intervención de Estados Unidos en México.
241,Literatura,La catedral,Vicente Blasco Ibáñez,1916,España,Novela,,Dominio público,"textos.info (edición de Edu Robsy, marcada como dominio público)",https://archivos.tintaydatos.com/ediciones/la-catedral-tinta-y-datos.pdf,,True,si,,,"Edición propia Tinta y Datos: 9 capítulos, 1143 párrafos."
242,Libros de Colegio,Cartografía de México y el mundo,Secretaría de Educación Pública (SEP) / CONALITEG,2025,México,Texto escolar — Geografía (4° Primaria),Geografía,Distribución gratuita nacional,CONALITEG (gob.mx),https://libros.conaliteg.gob.mx/2025/P0CMA.htm,,True,revisar,,,"Fuente oficial verificada (libros.conaliteg.gob.mx, dominio gob.mx real, no uno de los muchos sitios espejo no oficiales que existen). CONALITEG distribuye estos libros gratis a más de 14 millones de estudiantes cada año en todo México. No encontré una declaración explícita de licencia de reproducción en la página del libro (es un visor JS) — falta confirmar antes de alojar copia propia."
243,Libros de Colegio,Historia del pueblo mexicano,Secretaría de Educación Pública (SEP) / CONALITEG,2025,México,Texto escolar — Historia (1° Secundaria),Historia,Distribución gratuita nacional,CONALITEG (gob.mx),https://libros.conaliteg.gob.mx/secundaria.html,,False,revisar,,,Fuente oficial verificada. Falta ubicar la ficha específica del libro (por ahora enlaza al catálogo general de secundaria) y confirmar licencia de reproducción.
244,Libros de Colegio,Colección Ximhai: Saberes y pensamiento científico,Secretaría de Educación Pública (SEP) / CONALITEG,2025,México,Texto escolar — Ciencias (1° Secundaria),Ciencias,Distribución gratuita nacional,CONALITEG (gob.mx),https://libros.conaliteg.gob.mx/secundaria.html,,False,revisar,,,Fuente oficial verificada. Falta ubicar la ficha específica del libro y confirmar licencia de reproducción.
245,Libros de Colegio,Gramática de la lengua castellana destinada al uso de los americanos,Andrés Bello,1847,Internacional (Hispanoamérica),Texto escolar — Gramática/Lenguaje,Lenguaje,Dominio público,Wikisource,https://es.wikisource.org/wiki/Gram%C3%A1tica_de_la_lengua_castellana_destinada_al_uso_de_los_americanos,,True,si,,,"Escrita explícitamente para toda Hispanoamérica ('a mis hermanos, los habitantes de Hispanoamérica'), con más de 10 ediciones en distintos países. Fue LA gramática de referencia en la región durante generaciones — equivalente histórico al rol que después tuvo el Álgebra de Baldor en matemática, pero de una época ya segura en dominio público (Bello murió en 1865)."
246,Literatura,Sub sole,Baldomero Lillo,1907,Chile,Cuento,,Dominio público,"textos.info (edición de Edu Robsy, marcada como dominio público)",https://archivos.tintaydatos.com/ediciones/sub-sole-tinta-y-datos.pdf,,True,si,1. El rapto del sol | 2. El ahogado | 3. Irredención | 4. En la rueda | 5. Las nieves eternas | 6. Víspera de difuntos | 7. El oro | 8. La barrena | 9. Cañuela i Petaca | 10. El remolque | 11. El alma de la máquina | 12. Quilapan | 13. El vagabundo,"Se conserva la ortografía original de la edición de 1907, según la reforma de Andrés Bello vigente en Chile hasta 1927: «i» por «y», «rei», «lei», «mui», «jesto». No son erratas. Dos de estos relatos, «La barrena» y «Cañuela i Petaca», figuran también en la segunda edición de «Sub terra» (1917), que incorporó cuentos procedentes de este volumen. Los relatos de este libro figuran también en el volumen «Cuentos completos», que Tinta y Datos publica por separado.","Edición propia Tinta y Datos: 13 capítulos, 638 párrafos."
247,Literatura,El Loco Estero,Alberto Blest Gana,1909,Chile,Novela,,Dominio público,"textos.info (edición de Edu Robsy, marcada como dominio público)",https://archivos.tintaydatos.com/ediciones/el-loco-estero-tinta-y-datos.pdf,,True,si,,"Última novela de Blest Gana, escrita en París. Lleva el subtítulo «Recuerdos de la niñez».","Edición propia Tinta y Datos: 28 capítulos, 2923 párrafos."
248,Literatura,Mariluán,Alberto Blest Gana,1862,Chile,Novela,,Dominio público,"textos.info (edición de Edu Robsy, marcada como dominio público)",https://archivos.tintaydatos.com/ediciones/mariluan-tinta-y-datos.pdf,,True,si,,"Novela protagonizada por un oficial mapuche, poco frecuentada dentro de la obra del autor.","Edición propia Tinta y Datos: 20 capítulos, 1110 párrafos."
249,Literatura,Gladys Fairfield,Alberto Blest Gana,1912,Chile,Novela corta,,Dominio público,"textos.info (edición de Edu Robsy, marcada como dominio público)",https://archivos.tintaydatos.com/ediciones/gladys-fairfield-tinta-y-datos.pdf,,True,si,,,"Edición propia Tinta y Datos: 7 capítulos, 803 párrafos."
250,Literatura,La Venganza,Alberto Blest Gana,1861,Chile,Novela corta,,Dominio público,"textos.info (edición de Edu Robsy, marcada como dominio público)",https://archivos.tintaydatos.com/ediciones/la-venganza-tinta-y-datos.pdf,,True,si,,,"Edición propia Tinta y Datos: 13 capítulos, 470 párrafos."
251,Literatura,Un Día de Campo,Alberto Blest Gana,1859,Chile,Cuento,,Dominio público,"textos.info (edición de Edu Robsy, marcada como dominio público)",https://archivos.tintaydatos.com/ediciones/un-dia-de-campo-tinta-y-datos.pdf,,True,si,,,"Edición propia Tinta y Datos: 10 capítulos, 208 párrafos."
252,Literatura,Bajo la Tienda,Daniel Riquelme,1896,Chile,Cuento,,Dominio público,"textos.info (edición de Edu Robsy, marcada como dominio público)",https://archivos.tintaydatos.com/ediciones/bajo-la-tienda-tinta-y-datos.pdf,,True,si,El cabo Rojas | ¡Donde muere mi comandante...! | Baquedano y la mula de Montero | La toma del Huáscar en Panamá | Thomson | Los relojitos | Adiós a Lurín | La batalla de «los futres» | El perro del regimiento | El coronel Soto | La entrada a Lima | Las misas de Lima | Recuerdos del general Lynch | La guardia de los santos | Los rotos y los santos | Un héroe por fuerza,"Crónicas y relatos de la Guerra del Pacífico, reunidos por el autor en 1896. La fuente publica además dieciséis de estos relatos por separado; esta edición reúne el volumen tal como fue concebido. Se eliminó una llamada a nota al pie que la digitalización dejó adherida al título de una subsección.","Edición propia Tinta y Datos: 16 capítulos, 1838 párrafos."
253,Literatura,Días de Campo,Federico Gana,1916,Chile,Cuento,,Dominio público,"textos.info (edición de Edu Robsy, marcada como dominio público)",https://archivos.tintaydatos.com/ediciones/dias-de-campo-tinta-y-datos.pdf,,True,si,A una sombra | La casa | La Maiga | En las montañas | Casa vieja | Paulita | El forastero | El clavel rojo | Candelilla | Confidencias | Un carácter | Crepúsculo | La señora,"Colección de relatos rurales, obra central del criollismo chileno.","Edición propia Tinta y Datos: 13 capítulos, 537 párrafos."
254,Literatura,Antaño i Hogaño,José Victorino Lastarria,1885,Chile,Cuento,,Dominio público,"textos.info (edición de Edu Robsy, marcada como dominio público)",https://archivos.tintaydatos.com/ediciones/antano-i-hogano-tinta-y-datos.pdf,,True,si,El mendigo | El alférez Alonso Díaz de Guzmán | Rosa | Don Guillermo | El diario de una loca | Mercedes | Una hija,"Se conserva la ortografía original, según la reforma de Andrés Bello vigente en Chile hasta 1927, visible ya en el propio título: «i» por «y». Los títulos de los relatos figuran en la fuente en versalitas sin acentuar, según la convención tipográfica de la época; esta edición les restituye la acentuación. El texto no fue alterado.","Edición propia Tinta y Datos: 7 capítulos, 2135 párrafos."
255,Literatura,Cuentos completos,Baldomero Lillo,1904-1923,Chile,Cuento,,Dominio público,"textos.info (edición de Edu Robsy, marcada como dominio público)",https://archivos.tintaydatos.com/ediciones/cuentos-completos-tinta-y-datos.pdf,,True,si,Cambiadores | Cañuela y Petaca | Carlitos | Caza mayor | El ahogado | El alma de la máquina | El angelito | El anillo | El calabozo número 5 | El Chiflón del Diablo | El grisú | El hallazgo | El oro | El pago | El perfil | El pozo | El rapto del sol | El registro | El remolque | El vagabundo | En el conventillo | En la rueda | Era él solo | Inamible | Irredención | Juan Fariña | La ballena | La barrena | La carga | La chascuda | La compuerta número 12 | La cruz de Salomón | La mano pegada | La mariscadora | La propina | La trampa | La “Zambullón” | Las nieves eternas | Las “niñas” | Los inválidos | Malvavisco | Mis vecinos | Páginas del salitre | Pesquisa trágica | Quilapán | Sobre el abismo | Tienda y trastienda | Víspera de difuntos,"Este volumen recopilatorio reúne los relatos de «Sub terra» (1904) y «Sub sole» (1907) junto con otros aparecidos en prensa y en recopilaciones póstumas. Tinta y Datos publica además ambos libros por separado, tal como Lillo los compuso. Se conserva la ortografía de los originales, anterior a la reforma de 1927 en varios de los relatos.","Edición propia Tinta y Datos: 48 capítulos, 3513 párrafos."
